,ACC_X,ACC_Y,ACC_Z,MAG_X,MAG_Y,MAG_Z,ROT_VECTOR
0,0.03141572657060903,-0.3135521017563943,-0.07650469871106845,-0.02392909708869642,-0.00985281458177208,0.01055848131511809,-0.03379286552387845
1,0.03727597369699196,-0.07134203979948148,-0.29711498810253617,-0.08864911359571509,0.005367314132148538,0.011594107957723324,0.028447275395010567
2,-0.008971308971979675,0.01961979998728404,-0.05195398491732778,-0.20597750848078247,0.09372005622796896,-0.02485111753684379,0.00776974637020144
3,0.008796428488717343,0.030968493605878188,-0.022784011435090974,-0.14110853474948865,0.017206059460129167,-0.06644148795170872,-0.005903717816917987
4,-0.05578029423823282,0.02339172118465406,-0.02676835945923369,-0.1015504321766438,0.01202367800997646,-0.06669749433837302,-0.11537471691806497
5,-0.0655047002464295,0.01815743439696507,-0.020601934625286422,-0.05058022466137023,-0.029053016308336496,0.08252214258859347,-0.16958315637276317
6,-0.0412211439462621,0.02745847930756631,-0.016143609711783753,-0.03992093976661806,-0.014195157821032662,-0.08803212455672045,-0.1499019022902218
7,-0.043774360191655697,0.020957398505144668,-0.012489375632532534,-0.034242892970871894,-0.015778527900777377,-0.06519019172608237,-0.048106895478660754
8,-0.034705562920091734,0.012140273489551412,-0.031387139937502355,-0.02819969003498032,0.07892191362944974,-0.05074547384404848,0.060891099363255034
9,0.02993850276992923,0.012446333126074188,-0.0039088269416776514,-0.005859721702550252,-0.035567700177977564,-0.09720927075680533,-0.009247969342349987
10,0.0042861047652696434,0.024584483404908954,0.029271480014979825,0.015133022232828208,-0.06439721502839961,0.07458810124064484,0.03103797748399241
11,0.041654207787129666,0.037757410140461016,-0.009187416530108584,0.0014207300109551554,-0.009768593588854943,-0.07229401509469105,0.12661425133889861
12,0.06995849762778346,-0.004412834709745718,0.06865555408998769,0.03040869385738193,-0.077023379793461,0.040097726628891085,0.10564695063986311
13,-0.007798124411384252,0.08638572257432867,-0.03143173783236972,0.0023058987986451993,-0.046556411104020964,-0.04852293774623699,0.12873497610305804
14,0.020896857409987975,-0.013936049724933997,0.05125939171329974,0.04370038318752287,-0.09296858884730037,0.05806355599808213,0.040197969546008364
15,-0.04161114517184768,0.029289366560868602,0.048141745313141936,0.03140697498700799,-0.061009699787107054,0.07476113019253829,0.04601864362052305
16,-0.054777386338532574,0.025348452017114356,-0.0026515785895964913,0.027721070211045487,0.0009514909174566799,-0.06124428672967451,0.027123321265749813
17,-0.036579198688761486,0.021494891833756538,0.038100569475507086,0.04504284102893757,-0.06463575966348677,0.07059934820779525,0.027810483767844382
18,-0.018702010583920223,0.018077978585973847,-0.001877370768379686,0.0338564665803511,0.025992469656570243,-0.05115627310704747,0.05199930644259035
19,-0.08221555643188434,0.017797491530449537,-0.0030664343442543497,0.05534132813428735,0.01827394332283333,0.09439042251730714,0.0019220959508926255
20,-0.05642113736882493,0.019222299871840497,-0.003975106298456331,0.04026160448937381,0.02023510064091433,-0.0633203585388976,0.02288927124102537
21,-0.042995911688057865,0.047592829611926984,-0.0192278249667101,0.0339797968250547,-0.00245337349183793,-0.07125794406633076,0.09809805171914168
22,-0.06972648343309301,-0.07933821330860838,0.09463570065089512,0.023474807070497837,-0.02545558891027649,0.029177061897487224,0.03740674587098772
23,-0.037761773037243616,-0.2498103103173417,0.02446142410645272,0.04403945753480606,0.046637486727372834,0.010627454778487814,0.037569704281087975
24,0.041354710701712476,0.006472631133331714,-0.005399824825447372,0.019436439852369168,-0.07358642109606986,0.016701108263367136,-0.08883995511311246
25,-0.03441985882039245,0.014413784401574628,-0.007056372185082255,-0.0022938557929017053,-0.05128554343084362,0.025924720764084506,-0.08626372498494653
26,-0.09720524331873008,0.013263945795455756,-0.011100089262427094,-0.0051449594637135755,-0.016931207997279797,0.05740562495991651,-0.06214192792845567
27,-0.07588707271676719,0.005315217641186379,-0.060776322029521816,-0.014627416339049942,0.09299008276221106,-0.07121642334376573,0.06495669690143756
28,-0.09350817255477378,0.021507399790517107,-0.008912068431563875,0.009592915871639256,-0.004382671376643658,0.07072292401836644,-0.019085657942598543
29,-0.06994579053127982,0.017358014601797707,-0.020500864513884866,0.011689572264157852,0.04800761721267913,0.09187929301401399,0.02082828730069058
30,0.016614091852609127,0.029377950423443037,0.007134600983472976,0.01522926866622569,-0.009376636397558083,0.058992057600527344,0.069204744800631
31,0.019597850693837765,0.03418359823629528,0.033395600751837555,0.016467688695134337,-0.058118937540170675,0.05208791602636945,0.07002558304441986
32,-0.034698418122705604,0.01545754650065884,0.1960802851190428,-0.027788749246371952,-0.03367403628170635,-0.003705227970548237,0.1344894386180964
33,-0.004602585435268638,0.04085848177716214,0.060102931535088576,0.010756021970185322,-0.06813905003298679,0.05500283178829838,0.08291364725465555
34,-0.030244842410081414,0.09666182452075527,-0.10782159342349411,0.021631077310517277,-0.05642082186965837,-0.03401528699041272,0.10754327738696558
35,-0.0517832260255517,0.042027932961789055,-5.788799406136573e-05,0.03872185612523909,-0.014233728497956078,0.09514427530507591,0.05496779527566754
36,-0.08857538812258295,0.030857761789909136,0.0746190496047357,0.02878379513382039,-0.03713514376525966,0.062768369719982,0.06733300119380466
37,-0.056339054551252224,0.011433244937391222,0.008202241035120222,0.0692622338088703,-0.04218978865852763,0.060774777851582404,-0.0450916254732888
38,-0.08224287432389057,0.01103800025616335,0.003954013074145486,0.0732986170566474,-0.0168640958500207,0.06859147192885673,-0.049500547953480134
39,-0.029930663999898285,0.028911871332524333,0.030240064016564126,0.07488383890174227,0.04663401138650295,0.03957350064713119,-0.13857996667431394
40,-0.06737551549393465,0.00034995994282639546,-0.0017529913408183741,0.08163073258322658,-0.07750765055047787,0.025121622879592753,-0.09070698950257532
41,-0.1130563123984137,0.0021785293856339764,-0.048070471407771535,0.06741995719422825,0.07484716457320552,0.1002757810941012,0.034721635136706896
42,-0.019898373100991348,-0.004242747265060782,0.006910017366699045,0.08977597244568192,-0.09632142625567285,0.012714267114366415,-0.0526729953405813
43,-0.07882844200920955,0.0008594008816560387,-0.019124755849930015,0.0714442468406824,0.08513506450344406,0.08285983980651061,0.04591448368423506
44,-0.09067540187367136,-0.04547314029283059,0.03593476356980842,0.08502336459504817,-0.07762945936152552,0.0040507774151552454,-0.023235029077094266
45,-0.09917817303632209,0.016266264503693482,0.029204101659311525,0.06620450980617956,-0.04210969702751949,0.03622414602904653,0.015144791889247892
46,-0.09503702481514834,0.02637425416872819,0.01290314725149777,0.07736758464615072,-0.025734142049265506,0.05459718022394524,0.023462581419848513
47,-0.0886596445464683,0.007061626191733639,0.03440941325391878,0.039001948245443036,-0.052405094013314904,0.0281658696959933,0.00335342392754293
48,-0.05582281949401689,0.03989150806840913,0.015501907327985485,-0.15828303992600826,-0.0359869418539916,-0.0023282266784561355,0.01026014495307873
49,-0.033031871567155674,0.05229676295257102,-0.05112338507052254,-0.176606168866688,0.003745658680288774,0.03161283147177078,0.008497976218881757
50,0.03795162552009912,0.029447023313677136,-0.011292310461536451,-0.11753629350448278,-0.007126843374785216,0.0026501106472822476,0.005391737663447145
51,0.030410017502607887,0.03044377306838216,-0.0014494186884198464,-0.10331948577903798,-0.05007264057328037,-0.014934925648991456,0.0009117740723098462
52,0.00537616362616403,0.03145301634845033,-0.012552160840140018,-0.07698494547351614,0.012609658166995573,0.012316331770012774,0.03070693961542783
53,0.0036269577361312047,0.022565104134610804,-0.006984533196280177,-0.0577435408981737,-0.01843993045346153,-0.002377417842964982,-0.03439563452535921
54,0.008607058954638935,0.02476358006393438,-0.0017103601903004813,-0.03255031329108983,-0.001281534229543864,0.011216764724021623,0.022229339878053304
55,0.02643477892505809,0.01429723937830761,-0.0005603327858021109,-0.01667857902944438,0.009304292422625472,0.0009209318334730849,0.010723065069449665
56,-0.04317189372796392,0.007821543592921329,-0.0013451537552319067,-0.0032058128386146427,0.08554952161970868,0.024684174504461896,-0.026964939501905646
57,-0.05247785320616624,0.014690579667235559,-0.0017711614676989146,0.01880190446713012,0.02225441162235901,0.029568732762830455,-0.0419149298370832
58,0.024625405913408997,0.023546857099035354,0.004502849722196451,0.03907250488079404,-0.03740835620779422,-0.030616621353024835,-0.13722995607182356
59,-0.05529134823639371,-0.012489144677703852,-8.072689504574253e-05,0.027891771961136062,-0.09644138757735023,-0.037153909237885974,-0.06301558528376389
60,-0.07530112135359125,0.025021072736254587,-0.03112469085480799,0.021030724511498157,0.03546895215852379,0.06235557889539861,0.0419457543975532
61,-0.0030558854145807087,-0.00880731326959591,-0.0018250260624999041,0.04414400043396692,-0.11037800391943069,-0.021332119843581604,-0.05951923812550659
62,-0.01943775157915885,0.015228868786162374,-0.005104707485688244,-0.019991494048644684,0.04468761647024873,0.037964091393856224,-0.0017644588193255215
63,0.01523879509151207,0.01352167991333334,-0.004633448422873767,-0.00801097390628211,-0.052068409753985904,-0.021420219020134794,-0.05474496809987394
64,-0.039869195182265546,0.029974932439289226,-0.05920476205583583,-0.0009274693210623939,0.03447176394043102,0.08020837695596396,0.07671338594450794
65,-0.016306418582058606,0.012353749255306579,0.005498833063891249,0.00935357630610498,-0.07062962300441057,-0.018949425401870213,-0.02678395446438706
66,0.010624001863920398,0.007625478195279656,-0.0009831066888655658,0.03292284307689314,-0.0690598171039973,-0.0036109585157737094,-0.05969905155875734
67,-0.10097251708852956,0.03210211313570562,-0.011033516326833848,0.024845684862458944,-0.012244782722021239,0.03021450510734009,0.017891359032429992
68,-0.05563307017433039,-0.07831587283700354,0.12067671949270035,-0.01896271087518021,-0.002029314604133185,-0.053777016302050715,0.07496883313940846
