0,0.04474424,9.309589,-2.2493768,162.63477,283.58603,181.13957,-37.85732
1,0.37773275,8.878644,-3.8892365,146.87537,293.75455,185.54732,-14.519484
2,1.2992569,13.04971,-6.333915,180.67729,296.35724,191.59212,19.39881
3,-1.3240658,14.734221,-2.2796125,95.90735,280.144,149.85074,18.755848
4,0.26032805,13.53449,-4.1110716,199.06198,286.92795,183.62334,36.35173
5,-0.755783,10.647576,-5.2533503,141.1907,296.49463,171.81323,40.781578
6,1.2893839,8.125619,-1.9170579,182.3089,285.87186,213.92418,52.13759
7,-0.91662115,8.406736,0.29854965,14.066071,276.54166,71.95923,40.22038
8,1.8111981,9.137346,-2.3782089,181.5514,288.11597,217.2922,50.017925
9,-0.5573867,9.037789,-0.6505527,90.06421,275.41476,139.41037,54.830177
10,1.344072,8.54365,-3.3234622,173.41437,292.76318,202.01935,67.02854
11,0.1338094,10.626765,-1.9480606,198.87447,280.41187,183.92938,77.36202
12,-0.22701341,8.793834,-2.7489452,132.34204,287.41473,175.27911,85.988655
13,-0.7227001,5.7351747,-4.224377,153.07635,306.76984,170.29193,58.707024
14,-1.1400769,7.059969,-1.6453747,254.71083,285.82996,145.28198,34.80146
15,-0.1424918,7.7327366,-2.278068,232.10912,286.44534,176.42084,24.719946
16,-0.17991622,9.950509,-1.9953337,180.62996,281.38373,174.84766,10.3443165
17,0.121206045,7.2510333,-2.7329648,155.10632,290.67035,182.53938,-6.3469486
18,-1.0054239,9.008798,-2.9872472,136.33694,289.28342,161.3982,10.534393
19,-1.2141316,9.268234,-2.7568996,143.43115,288.00546,156.23145,-6.340168
20,-1.1655483,9.787555,-2.7935283,131.31445,287.1849,157.35254,-22.304504
21,0.20698054,8.747246,-1.3391284,142.56113,278.80566,188.78632,-37.01319
22,-0.79692143,10.361302,-1.864694,121.45563,281.0736,156.85944,-18.813263
23,0.28058824,9.084582,-1.4782978,162.78308,279.40457,190.74718,-2.0997849
24,-0.8014412,9.904321,-1.0710944,104.9957,277.69217,143.19452,14.838552
25,0.20642976,9.506461,-2.1442115,154.64447,282.7674,185.49908,30.090557
26,-0.60506016,9.887992,-1.6481658,120.84958,280.06854,159.84125,40.323643
27,0.39733663,10.367454,-1.6162294,169.35876,279.12024,193.81178,20.627218
28,-0.71333665,10.331937,-1.649825,115.68945,279.86893,156.61774,30.15712
29,0.42044258,10.488702,-3.1631305,161.13446,286.9212,187.57135,42.835495
30,-0.7712736,9.948927,-1.6212788,98.74417,280.22952,154.55865,48.711655
31,0.9248468,11.964844,-1.913256,176.47186,280.07123,205.79861,58.877285
32,1.6668452,8.53326,-2.7883933,152.1189,290.84183,210.87013,66.78314
33,-1.0018066,9.815081,-0.08188578,53.674164,275.8472,94.67285,55.99947
34,-0.86314774,9.592904,1.665195,335.90503,281.06293,27.39981,44.868942
36,0.4223208,10.799743,-3.7422714,314.65884,289.2244,186.43867,-31.24697
37,-0.30457518,10.968151,-2.7361376,294.17288,284.0903,173.64825,1.8517704
38,0.49209675,13.668506,-6.0851192,292.88867,294.06775,184.6234,14.553468
39,0.8979842,10.99705,-6.624107,233.65341,301.29385,187.72012,27.576498
40,1.9444221,9.659215,-7.8790975,272.98676,310.0363,193.8626,47.953163
41,-0.2839668,9.3058195,-2.4513574,320.17523,284.85205,173.39227,57.048794
42,-0.39685968,8.062281,-1.7738718,310.59003,282.70547,167.38916,69.89394
43,-0.2593938,7.795763,-2.7900171,307.55237,289.77008,174.68835,78.89591
44,-0.614066,6.1046753,-0.5705144,280.44247,277.81796,132.89444,86.31915
45,0.2644349,6.667293,-0.7690317,343.50296,276.9542,198.97575,89.27669
46,-0.5954719,6.2271895,-0.44162163,268.7076,276.78925,126.56186,95.17993
47,-0.108513914,7.334412,-0.3532729,302.8186,272.88458,162.92474,95.15849
48,-0.21211182,8.304924,-1.0452646,325.6142,277.31824,168.52893,97.64015
49,-0.18035012,12.097201,-4.823149,296.9224,291.75092,177.85858,101.418655
50,-0.9369181,13.316785,-5.286324,299.45667,291.957,169.94958,99.29751
51,0.0883454,10.445486,-2.6628878,326.5579,284.30942,181.90018,102.27491
52,0.9131754,14.479656,-7.472903,252.61867,297.47153,186.9669,105.90221
53,0.47017536,13.533082,-2.1652305,284.09912,279.2982,192.25145,108.51803
54,-0.79213685,14.873978,-8.17537,228.1451,298.9082,174.4657,100.71585
55,0.7217691,10.739922,-1.3717121,315.7177,278.21237,207.7525,107.238594
56,-1.6993661,11.482394,-0.87585884,256.14865,279.45297,117.26672,100.30406
57,0.834533,10.536483,-1.0723926,349.40112,277.34866,217.88995,73.466736
58,-0.01915454,10.321748,-2.3768513,325.768,282.9682,179.53827,72.77053
59,0.07666262,10.398309,-2.2347486,296.40057,282.1361,181.96475,78.90631
60,-0.7720709,11.962398,-1.6040436,291.87463,278.46432,154.29718,73.201805
61,0.061733242,9.975474,-2.158871,302.62558,282.21637,181.63792,81.84136
62,0.016455093,9.349847,-1.3977674,311.00626,278.5031,180.67447,79.521126
63,0.4546031,8.066163,0.05282475,74.838684,273.24747,276.62802,86.123436
64,0.77187556,10.125852,-1.133362,356.56845,277.71207,214.25679,89.99277
65,0.06931096,9.646516,-0.337176,314.18558,272.04373,191.61609,97.29447
67,0.60105425,8.99722,-2.470547,229.00775,285.78027,193.67372,-29.998066
68,-0.14646855,10.486609,-3.4034474,209.172,287.9965,177.53577,0.3289261
69,-0.4894462,8.761098,-2.5454245,198.46748,286.48135,169.11572,13.337466
70,0.047414374,8.770622,-1.4268432,236.51633,279.24518,181.90326,30.313164
71,-0.29416347,7.7896385,-1.6979356,202.15994,282.47412,170.1712,37.72622
72,-0.24635072,10.735657,-2.6718786,231.25659,284.0327,174.73218,45.76583
73,-0.8384258,15.643956,-5.3578954,187.29225,289.11926,171.10626,46.91266
74,-0.64007443,7.2548714,-2.318806,219.5343,288.34418,164.56854,59.554493
75,0.4035,7.5209465,-2.1867068,245.83653,286.4707,190.45485,64.40019
76,-0.5074981,5.96957,-1.0876616,217.13222,281.36823,154.98645,71.479935
77,-0.4110415,7.406118,-1.0957762,229.12889,278.97977,159.43823,76.67466
78,-0.67101955,8.63707,-0.12003075,155.32733,274.51266,100.14169,82.91287
79,-0.19098198,8.419307,-2.047764,212.50322,283.72726,174.67181,86.393486
80,-0.7728031,9.215863,-2.1843195,182.76474,284.1125,160.51642,82.71811
81,1.4286109,11.583655,-5.422005,243.82367,295.82925,194.76103,89.05494
82,0.9950506,9.540681,-1.1952221,253.61702,279.25824,219.77818,94.504234
83,1.3420252,8.332023,-3.1188629,255.27992,292.1711,203.28188,95.62245
84,-0.8763719,9.493108,-0.2352134,148.21655,275.46,105.0238,68.98193
86,-1.307994,9.314451,-4.579271,54.22342,297.08032,164.0589,-9.666348
87,0.14911379,9.435977,-3.2592304,62.778076,289.07364,182.61952,15.464694
88,-0.13418078,10.089963,-1.9033842,52.118378,280.7087,175.96753,31.592186
89,-0.6444252,13.022984,-3.0928857,52.7045,283.63623,168.23041,39.932144
90,-0.47966698,10.806316,-2.1148736,37.413696,281.3473,167.22113,47.66678
91,-1.4108208,13.129368,-3.9160385,38.409637,287.59027,160.18756,53.541264
92,-0.21964161,11.304116,-3.1782482,50.372498,285.73938,176.04669,61.215908
93,-1.6825396,13.473674,-3.3329675,40.28885,285.48813,153.2146,66.22797
94,-0.40901434,11.235997,-3.3797424,73.956024,286.85632,173.09967,72.13962
95,-1.3102565,12.658806,-2.2929912,53.032867,281.7843,150.25555,76.09932
96,1.0110646,13.795905,-6.686895,109.3064,296.1146,188.59804,83.40622
97,0.15005463,14.061977,-2.3559601,41.58734,279.53,183.64433,88.63812
98,-0.33431277,11.833306,-1.0425578,18.994537,275.28616,162.2207,95.43443
99,-1.1019033,9.8898735,-2.1369424,26.056488,283.664,152.72235,89.74085
100,0.09677687,9.467425,-2.7160108,82.26929,286.01672,182.04071,87.61773
101,0.62411624,7.883311,-1.2986672,48.93863,280.35776,205.6681,90.19223
102,-0.71060014,8.595139,-1.9149944,14.75415,283.36804,159.64154,84.76187
103,0.57051253,9.774208,-2.1169386,22.072754,282.64282,195.08281,84.20783
104,0.8477297,7.757438,-1.7122875,51.358856,283.8365,206.33937,84.49665
105,-1.3600154,9.579334,-1.0310355,350.85693,280.10184,127.165985,79.651726
106,-1.3686247,9.505765,0.4720384,293.02798,278.6597,70.9707,70.85726
107,-0.69468737,9.660232,-0.1647099,329.43875,274.2268,103.3385,64.628845
108,-0.4882526,9.894624,-0.043699477,319.94547,272.83627,95.11444,59.64961
109,1.7725154,9.01967,2.8761399,177.9884,290.5342,328.3552,42.194756
110,0.2564198,9.796597,1.1201602,211.20981,276.69022,347.10638,27.78542
111,0.053038638,9.61204,0.38740277,218.00531,272.32953,352.2042,8.444374
112,0.029944547,9.579281,0.88729006,227.99728,275.29498,358.0671,-1.1221247
113,-0.026945626,9.57268,0.68063086,230.99713,274.0701,2.2671204,-10.233586
